FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,Cause Of Death,Location Of Death,official_name
S92000003,w/c 2020-06-08,Count,Deaths,36,All,85 years and over,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,0,All,All,COVID-19 related,Other institution,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,200,Female,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,216,Female,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,248,Female,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,7,All,All,COVID-19 related,Home / Non-institution,Scotland
S92000003,w/c 2020-01-13,Count,Deaths,288,Female,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,124,All,85 years and over,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,403,Female,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,146,Male,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,129,Male,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,108,Male,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,2,All,85 years and over,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,Other institution,Scotland
S92000003,w/c 2020-01-20,Count,Deaths,273,Female,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,15,Male,45-64 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,96,Male,85 years and over,COVID-19 related,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,1,Female,45-64 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,27,Female,85 years and over,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,19,Male,45-64 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,Other institution,Scotland
S92000003,2020,Count,Deaths,7001,Female,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,78,Female,45-64 years,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,7,Male,45-64 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,61,Male,85 years and over,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,337,Female,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,447,Female,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-03-02,Count,Deaths,407,All,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-02-17,Count,Deaths,239,Female,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,108,Female,85 years and over,COVID-19 related,All,Scotland
S92000003,w/c 2019-12-30,Count,Deaths,411,All,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,224,Male,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,701,All,All,All causes,Hospital,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,346,All,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,577,All,85 years and over,All causes,All,Scotland
S92000003,w/c 2020-02-10,Count,Deaths,151,Male,85 years and over,All causes,All,Scotland
S12000005,w/c 2020-06-08,Count,Deaths,9,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-04-13,Count,Deaths,4,All,All,COVID-19 related,All,Clackmannanshire
S12000005,w/c 2020-04-20,Count,Deaths,13,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-06-01,Count,Deaths,11,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-04-27,Count,Deaths,11,All,All,COVID-19 related,All,Clackmannanshire
S12000005,2020,Count,Deaths,329,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-04-06,Count,Deaths,3,All,All,COVID-19 related,All,Clackmannanshire
S12000005,w/c 2020-05-25,Count,Deaths,12,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-03-30,Count,Deaths,16,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-04-27,Count,Deaths,21,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-01-27,Count,Deaths,17,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-01-20,Count,Deaths,16,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2019-12-30,Count,Deaths,11,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-04-20,Count,Deaths,4,All,All,COVID-19 related,All,Clackmannanshire
S12000005,w/c 2020-04-06,Count,Deaths,19,All,All,All causes,All,Clackmannanshire
S12000005,2020,Count,Deaths,9,All,All,COVID-19 related,Hospital,Clackmannanshire
S12000005,w/c 2020-03-09,Count,Deaths,10,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-03-23,Count,Deaths,1,All,All,COVID-19 related,All,Clackmannanshire
S12000005,2020,Count,Deaths,1,All,All,COVID-19 related,Home / Non-institution,Clackmannanshire
S12000005,w/c 2020-02-03,Count,Deaths,7,All,All,All causes,All,Clackmannanshire
S12000005,2020,Count,Deaths,45,All,All,COVID-19 related,All,Clackmannanshire
S12000005,2020,Count,Deaths,120,All,All,All causes,Hospital,Clackmannanshire
S12000005,2020,Count,Deaths,119,All,All,All causes,Care Home,Clackmannanshire
S12000005,2020,Count,Deaths,2,All,All,All causes,Other institution,Clackmannanshire
S12000005,w/c 2020-03-30,Count,Deaths,3,All,All,COVID-19 related,All,Clackmannanshire
S12000005,2020,Count,Deaths,35,All,All,COVID-19 related,Care Home,Clackmannanshire
S12000005,2020,Count,Deaths,88,All,All,All causes,Home / Non-institution,Clackmannanshire
S12000005,w/c 2020-02-17,Count,Deaths,12,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-05-04,Count,Deaths,21,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-06-01,Count,Deaths,0,All,All,COVID-19 related,All,Clackmannanshire
S12000005,w/c 2020-02-24,Count,Deaths,9,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-04-13,Count,Deaths,11,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-02-10,Count,Deaths,20,All,All,All causes,All,Clackmannanshire
S12000005,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Clackmannanshire
S12000005,w/c 2020-05-18,Count,Deaths,2,All,All,COVID-19 related,All,Clackmannanshire
S12000005,w/c 2020-01-13,Count,Deaths,18,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-03-16,Count,Deaths,15,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-03-02,Count,Deaths,11,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-03-23,Count,Deaths,14,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-05-25,Count,Deaths,0,All,All,COVID-19 related,All,Clackmannanshire
S12000005,w/c 2020-01-06,Count,Deaths,13,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-05-11,Count,Deaths,6,All,All,COVID-19 related,All,Clackmannanshire
S12000005,w/c 2020-05-18,Count,Deaths,10,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-06-08,Count,Deaths,2,All,All,COVID-19 related,All,Clackmannanshire
S12000005,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Clackmannanshire
S12000005,w/c 2020-05-11,Count,Deaths,13,All,All,All causes,All,Clackmannanshire
S12000005,w/c 2020-05-04,Count,Deaths,9,All,All,COVID-19 related,All,Clackmannanshire
S12000006,2020,Count,Deaths,1,All,All,COVID-19 related,Home / Non-institution,Dumfries and Galloway
S12000006,w/c 2020-04-27,Count,Deaths,45,All,All,All causes,All,Dumfries and Galloway
S12000006,2020,Count,Deaths,9,All,All,COVID-19 related,Care Home,Dumfries and Galloway
S12000006,w/c 2020-05-18,Count,Deaths,0,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,w/c 2020-06-08,Count,Deaths,0,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,w/c 2020-04-20,Count,Deaths,3,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,2020,Count,Deaths,2,All,All,All causes,Other institution,Dumfries and Galloway
S12000006,2020,Count,Deaths,37,All,All,COVID-19 related,Hospital,Dumfries and Galloway
S12000006,w/c 2020-04-13,Count,Deaths,42,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-03-09,Count,Deaths,36,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-01-27,Count,Deaths,43,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-02-10,Count,Deaths,43,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-05-25,Count,Deaths,33,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-01-13,Count,Deaths,42,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-03-16,Count,Deaths,41,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-02-03,Count,Deaths,44,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-01-06,Count,Deaths,58,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-04-06,Count,Deaths,53,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-03-23,Count,Deaths,28,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-03-30,Count,Deaths,73,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-05-11,Count,Deaths,39,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-02-17,Count,Deaths,39,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-01-20,Count,Deaths,42,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-06-01,Count,Deaths,0,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,2020,Count,Deaths,316,All,All,All causes,Home / Non-institution,Dumfries and Galloway
S12000006,w/c 2020-06-01,Count,Deaths,31,All,All,All causes,All,Dumfries and Galloway
S12000006,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Dumfries and Galloway
S12000006,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,w/c 2020-05-25,Count,Deaths,0,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,w/c 2020-05-18,Count,Deaths,31,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-04-20,Count,Deaths,43,All,All,All causes,All,Dumfries and Galloway
S12000006,2020,Count,Deaths,992,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-03-30,Count,Deaths,12,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,2020,Count,Deaths,47,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,w/c 2020-04-13,Count,Deaths,10,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,w/c 2020-05-11,Count,Deaths,1,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,w/c 2020-05-04,Count,Deaths,6,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,2020,Count,Deaths,481,All,All,All causes,Hospital,Dumfries and Galloway
S12000006,w/c 2020-03-02,Count,Deaths,40,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-05-04,Count,Deaths,35,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-04-27,Count,Deaths,6,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,2020,Count,Deaths,195,All,All,All causes,Care Home,Dumfries and Galloway
S12000006,w/c 2020-06-08,Count,Deaths,37,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2019-12-30,Count,Deaths,37,All,All,All causes,All,Dumfries and Galloway
S12000006,w/c 2020-04-06,Count,Deaths,9,All,All,COVID-19 related,All,Dumfries and Galloway
S12000006,w/c 2020-02-24,Count,Deaths,37,All,All,All causes,All,Dumfries and Galloway
S12000008,w/c 2020-05-25,Count,Deaths,2,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-02-10,Count,Deaths,24,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-03-16,Count,Deaths,39,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-04-20,Count,Deaths,11,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-06-08,Count,Deaths,29,All,All,All causes,All,East Ayrshire
S12000008,2020,Count,Deaths,363,All,All,All causes,Hospital,East Ayrshire
S12000008,w/c 2020-06-08,Count,Deaths,3,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-05-11,Count,Deaths,45,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-05-04,Count,Deaths,33,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-01-13,Count,Deaths,40,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-05-25,Count,Deaths,29,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-02-03,Count,Deaths,30,All,All,All causes,All,East Ayrshire
S12000008,2020,Count,Deaths,34,All,All,COVID-19 related,Care Home,East Ayrshire
S12000008,w/c 2020-05-11,Count,Deaths,4,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-02-17,Count,Deaths,24,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-01-06,Count,Deaths,37,All,All,All causes,All,East Ayrshire
S12000008,2020,Count,Deaths,5,All,All,COVID-19 related,Home / Non-institution,East Ayrshire
S12000008,w/c 2020-04-27,Count,Deaths,10,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-04-13,Count,Deaths,47,All,All,All causes,All,East Ayrshire
S12000008,w/c 2019-12-30,Count,Deaths,25,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-02-24,Count,Deaths,34,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-03-30,Count,Deaths,26,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-01-20,Count,Deaths,26,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-04-13,Count,Deaths,12,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-04-06,Count,Deaths,38,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-05-18,Count,Deaths,26,All,All,All causes,All,East Ayrshire
S12000008,2020,Count,Deaths,75,All,All,COVID-19 related,All,East Ayrshire
S12000008,2020,Count,Deaths,36,All,All,COVID-19 related,Hospital,East Ayrshire
S12000008,w/c 2020-03-23,Count,Deaths,47,All,All,All causes,All,East Ayrshire
S12000008,2020,Count,Deaths,264,All,All,All causes,Home / Non-institution,East Ayrshire
S12000008,w/c 2020-04-06,Count,Deaths,10,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-06-01,Count,Deaths,2,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-03-02,Count,Deaths,35,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-01-27,Count,Deaths,26,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-05-18,Count,Deaths,3,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-03-30,Count,Deaths,3,All,All,COVID-19 related,All,East Ayrshire
S12000008,2020,Count,Deaths,797,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-04-20,Count,Deaths,42,All,All,All causes,All,East Ayrshire
S12000008,2020,Count,Deaths,0,All,All,All causes,Other institution,East Ayrshire
S12000008,w/c 2020-05-04,Count,Deaths,12,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-03-23,Count,Deaths,3,All,All,COVID-19 related,All,East Ayrshire
S12000008,w/c 2020-03-09,Count,Deaths,37,All,All,All causes,All,East Ayrshire
S12000008,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,East Ayrshire
S12000008,2020,Count,Deaths,168,All,All,All causes,Care Home,East Ayrshire
S12000008,w/c 2020-04-27,Count,Deaths,36,All,All,All causes,All,East Ayrshire
S12000008,w/c 2020-06-01,Count,Deaths,22,All,All,All causes,All,East Ayrshire
S12000010,2020,Count,Deaths,22,All,All,COVID-19 related,Hospital,East Lothian
S12000010,w/c 2020-01-20,Count,Deaths,24,All,All,All causes,All,East Lothian
S12000010,w/c 2020-05-11,Count,Deaths,25,All,All,All causes,All,East Lothian
S12000010,w/c 2020-05-11,Count,Deaths,3,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-04-27,Count,Deaths,25,All,All,All causes,All,East Lothian
S12000010,2020,Count,Deaths,183,All,All,All causes,Care Home,East Lothian
S12000010,w/c 2020-04-20,Count,Deaths,15,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-01-27,Count,Deaths,17,All,All,All causes,All,East Lothian
S12000010,w/c 2020-03-30,Count,Deaths,26,All,All,All causes,All,East Lothian
S12000010,w/c 2020-04-13,Count,Deaths,21,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-04-13,Count,Deaths,36,All,All,All causes,All,East Lothian
S12000010,w/c 2020-04-06,Count,Deaths,21,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-02-24,Count,Deaths,23,All,All,All causes,All,East Lothian
S12000010,2020,Count,Deaths,0,All,All,All causes,Other institution,East Lothian
S12000010,w/c 2020-04-06,Count,Deaths,55,All,All,All causes,All,East Lothian
S12000010,w/c 2020-06-01,Count,Deaths,1,All,All,COVID-19 related,All,East Lothian
S12000010,2020,Count,Deaths,80,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-03-02,Count,Deaths,23,All,All,All causes,All,East Lothian
S12000010,w/c 2020-05-18,Count,Deaths,2,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-03-30,Count,Deaths,2,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-03-09,Count,Deaths,23,All,All,All causes,All,East Lothian
S12000010,w/c 2020-06-01,Count,Deaths,24,All,All,All causes,All,East Lothian
S12000010,w/c 2020-02-03,Count,Deaths,28,All,All,All causes,All,East Lothian
S12000010,w/c 2020-05-25,Count,Deaths,1,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-02-10,Count,Deaths,22,All,All,All causes,All,East Lothian
S12000010,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-04-20,Count,Deaths,36,All,All,All causes,All,East Lothian
S12000010,w/c 2020-03-16,Count,Deaths,18,All,All,All causes,All,East Lothian
S12000010,2020,Count,Deaths,156,All,All,All causes,Home / Non-institution,East Lothian
S12000010,2020,Count,Deaths,4,All,All,COVID-19 related,Home / Non-institution,East Lothian
S12000010,w/c 2019-12-30,Count,Deaths,23,All,All,All causes,All,East Lothian
S12000010,w/c 2020-01-06,Count,Deaths,34,All,All,All causes,All,East Lothian
S12000010,2020,Count,Deaths,593,All,All,All causes,All,East Lothian
S12000010,w/c 2020-05-04,Count,Deaths,7,All,All,COVID-19 related,All,East Lothian
S12000010,2020,Count,Deaths,54,All,All,COVID-19 related,Care Home,East Lothian
S12000010,w/c 2020-06-08,Count,Deaths,2,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-06-08,Count,Deaths,14,All,All,All causes,All,East Lothian
S12000010,w/c 2020-01-13,Count,Deaths,26,All,All,All causes,All,East Lothian
S12000010,w/c 2020-03-23,Count,Deaths,15,All,All,All causes,All,East Lothian
S12000010,w/c 2020-05-25,Count,Deaths,18,All,All,All causes,All,East Lothian
S12000010,w/c 2020-02-17,Count,Deaths,19,All,All,All causes,All,East Lothian
S12000010,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,East Lothian
S12000010,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,East Lothian
S12000010,w/c 2020-05-04,Count,Deaths,23,All,All,All causes,All,East Lothian
S12000010,2020,Count,Deaths,254,All,All,All causes,Hospital,East Lothian
S12000010,w/c 2020-04-27,Count,Deaths,5,All,All,COVID-19 related,All,East Lothian
S12000010,w/c 2020-05-18,Count,Deaths,16,All,All,All causes,All,East Lothian
S12000011,2020,Count,Deaths,99,All,All,COVID-19 related,All,East Renfrewshire
S12000011,2020,Count,Deaths,1,All,All,All causes,Other institution,East Renfrewshire
S12000011,w/c 2020-01-13,Count,Deaths,23,All,All,All causes,All,East Renfrewshire
S12000011,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,East Renfrewshire
S12000011,w/c 2020-02-03,Count,Deaths,20,All,All,All causes,All,East Renfrewshire
S12000011,w/c 2020-04-13,Count,Deaths,39,All,All,All causes,All,East Renfrewshire
S12000011,w/c 2020-05-18,Count,Deaths,22,All,All,All causes,All,East Renfrewshire
S12000011,w/c 2020-04-27,Count,Deaths,10,All,All,COVID-19 related,All,East Renfrewshire
S12000011,w/c 2020-03-23,Count,Deaths,1,All,All,COVID-19 related,All,East Renfrewshire
