Generated by http://statistics.gov.scot,2020-08-13T13:48:30+00:00
http://statistics.gov.scot/data/business-stocks-and-sites,Business Stocks and Sites
Reference Period,2017
Business Estimates,Sites
Industry Sector (SIC 07),Accommodation and Food Services (Section I)
Number Of Employees,All employees
Measure (cell values): ,Count(Sites)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S02000916,Sunnyside and Cliftonville,30
http://statistics.gov.scot/id/statistical-geography/S02000762,Sutherland East,20
http://statistics.gov.scot/id/statistical-geography/S02000764,Sutherland North and West,35
http://statistics.gov.scot/id/statistical-geography/S02000761,Sutherland South,35
http://statistics.gov.scot/id/statistical-geography/S02000759,Tain,15
http://statistics.gov.scot/id/statistical-geography/S02000455,Tamfourhill,0
http://statistics.gov.scot/id/statistical-geography/S02000583,Tayport,10
http://statistics.gov.scot/id/statistical-geography/S02001179,Teith Valley,10
http://statistics.gov.scot/id/statistical-geography/S02000217,The Glens,10
http://statistics.gov.scot/id/statistical-geography/S02000349,The Inch,5
http://statistics.gov.scot/id/statistical-geography/S02001117,The Murray,5
http://statistics.gov.scot/id/statistical-geography/S02000539,Thornton and Kinglassie,10
http://statistics.gov.scot/id/statistical-geography/S02001124,"Thorntonhall, Jackton and Gardenhall",5
http://statistics.gov.scot/id/statistical-geography/S02000806,Thornybank,0
http://statistics.gov.scot/id/statistical-geography/S02000920,Thrashbush,0
http://statistics.gov.scot/id/statistical-geography/S02000769,Thurso East,30
http://statistics.gov.scot/id/statistical-geography/S02000770,Thurso West,5
http://statistics.gov.scot/id/statistical-geography/S02000163,Tillicoultry,15
http://statistics.gov.scot/id/statistical-geography/S02000036,Tillydrone,5
http://statistics.gov.scot/id/statistical-geography/S02000385,Tollcross,150
http://statistics.gov.scot/id/statistical-geography/S02000630,Tollcross,10
http://statistics.gov.scot/id/statistical-geography/S02001171,Torbrex,5
http://statistics.gov.scot/id/statistical-geography/S02000278,Torrance and Balmore,5
http://statistics.gov.scot/id/statistical-geography/S02000015,Torry East,5
http://statistics.gov.scot/id/statistical-geography/S02000012,Torry West,15
http://statistics.gov.scot/id/statistical-geography/S02000610,Toryglen and Oatlands,5
http://statistics.gov.scot/id/statistical-geography/S02001172,Town Centre,90
http://statistics.gov.scot/id/statistical-geography/S02000919,Townhead,10
http://statistics.gov.scot/id/statistical-geography/S02000425,Trinity,10
http://statistics.gov.scot/id/statistical-geography/S02001077,Troon,35
http://statistics.gov.scot/id/statistical-geography/S02000159,Tullibody North and Glenochil,5
http://statistics.gov.scot/id/statistical-geography/S02000156,Tullibody South,10
http://statistics.gov.scot/id/statistical-geography/S02000091,Turriff,15
http://statistics.gov.scot/id/statistical-geography/S02000283,Twechar and Harestanes East,0
http://statistics.gov.scot/id/statistical-geography/S02001155,Uddingston and Gardenside,25
http://statistics.gov.scot/id/statistical-geography/S02001230,Uphall,10
http://statistics.gov.scot/id/statistical-geography/S02000198,Upper Nithsdale,15
http://statistics.gov.scot/id/statistical-geography/S02000501,"Valleyfield, Culross and Torryburn",5
http://statistics.gov.scot/id/statistical-geography/S02001149,Vicarland and Cairns,5
http://statistics.gov.scot/id/statistical-geography/S02000682,Victoria Park,0
http://statistics.gov.scot/id/statistical-geography/S02000963,"Viewlands, Craigie and Wellshill",10
http://statistics.gov.scot/id/statistical-geography/S02000899,Viewpark,5
http://statistics.gov.scot/id/statistical-geography/S02000939,Village and Castlecary,15
http://statistics.gov.scot/id/statistical-geography/S02001175,Wallace,5
http://statistics.gov.scot/id/statistical-geography/S02000428,Waterfront and Granton,15
http://statistics.gov.scot/id/statistical-geography/S02000537,Wemyss,0
http://statistics.gov.scot/id/statistical-geography/S02000321,West Arthurlie and North Neilston,0
http://statistics.gov.scot/id/statistical-geography/S02000777,"West Braeside, East Inverkip and West Gourock",5
http://statistics.gov.scot/id/statistical-geography/S02001203,West Calder,10
http://statistics.gov.scot/id/statistical-geography/S02000285,West Clober and Mains Estate,0
http://statistics.gov.scot/id/statistical-geography/S02000019,West End North,35
http://statistics.gov.scot/id/statistical-geography/S02000017,West End South,15
http://statistics.gov.scot/id/statistical-geography/S02000210,West Ferry,0
http://statistics.gov.scot/id/statistical-geography/S02000858,West Kilbride and Seamill,5
http://statistics.gov.scot/id/statistical-geography/S02000944,West Kirkwall,20
http://statistics.gov.scot/id/statistical-geography/S02001040,West Linton and Broughton area,15
http://statistics.gov.scot/id/statistical-geography/S02000948,West Mainland,10
http://statistics.gov.scot/id/statistical-geography/S02001125,West Mains,15
http://statistics.gov.scot/id/statistical-geography/S02000314,West Neilston and Uplawmoor,10
http://statistics.gov.scot/id/statistical-geography/S02000422,West Pilton,10
http://statistics.gov.scot/id/statistical-geography/S02000224,West Pitkerro,5
http://statistics.gov.scot/id/statistical-geography/S02001157,Westburn and Newton,0
http://statistics.gov.scot/id/statistical-geography/S02000200,Westend,15
http://statistics.gov.scot/id/statistical-geography/S02000220,Western Edge,5
http://statistics.gov.scot/id/statistical-geography/S02000966,Western Edge,10
http://statistics.gov.scot/id/statistical-geography/S02001176,Western Villages,10
http://statistics.gov.scot/id/statistical-geography/S02000263,Westerton East,0
http://statistics.gov.scot/id/statistical-geography/S02000265,Westerton West,0
http://statistics.gov.scot/id/statistical-geography/S02000930,Westfield,10
http://statistics.gov.scot/id/statistical-geography/S02001228,Westfield,0
http://statistics.gov.scot/id/statistical-geography/S02000063,Westhill Central,15
http://statistics.gov.scot/id/statistical-geography/S02000064,Westhill North and South,5
http://statistics.gov.scot/id/statistical-geography/S02001123,Westwood East,0
http://statistics.gov.scot/id/statistical-geography/S02001116,Westwood South,0
http://statistics.gov.scot/id/statistical-geography/S02000134,Whiskey Isles,35
http://statistics.gov.scot/id/statistical-geography/S02001207,Whitburn Central,25
http://statistics.gov.scot/id/statistical-geography/S02000316,Whitecraigs and Broom,5
http://statistics.gov.scot/id/statistical-geography/S02001142,Whitehill,20
http://statistics.gov.scot/id/statistical-geography/S02001108,Whitehills West,5
http://statistics.gov.scot/id/statistical-geography/S02000673,Whiteinch,10
http://statistics.gov.scot/id/statistical-geography/S02000226,Whitfield,5
http://statistics.gov.scot/id/statistical-geography/S02001148,Whitlawburn and Greenlees,0
http://statistics.gov.scot/id/statistical-geography/S02000766,Wick North,15
http://statistics.gov.scot/id/statistical-geography/S02000765,Wick South,10
http://statistics.gov.scot/id/statistical-geography/S02000319,Williamwood,5
http://statistics.gov.scot/id/statistical-geography/S02000382,Willowbrae and Duddingston Village,20
http://statistics.gov.scot/id/statistical-geography/S02001233,Winchburgh,5
http://statistics.gov.scot/id/statistical-geography/S02000550,Windygates and Coaltown,5
http://statistics.gov.scot/id/statistical-geography/S02000872,Wishaw East,5
http://statistics.gov.scot/id/statistical-geography/S02000877,Wishaw North,10
http://statistics.gov.scot/id/statistical-geography/S02000873,Wishaw South,20
http://statistics.gov.scot/id/statistical-geography/S02001118,Woodhead and Meikle Earnock,5
http://statistics.gov.scot/id/statistical-geography/S02000261,Woodhill East,0
http://statistics.gov.scot/id/statistical-geography/S02000262,Woodhill West,5
http://statistics.gov.scot/id/statistical-geography/S02000665,Woodlands,65
http://statistics.gov.scot/id/statistical-geography/S02000038,Woodside,15
http://statistics.gov.scot/id/statistical-geography/S02000669,Woodside,10
http://statistics.gov.scot/id/statistical-geography/S02000693,Wyndford,10
http://statistics.gov.scot/id/statistical-geography/S02000707,Yoker North,0
http://statistics.gov.scot/id/statistical-geography/S02000696,Yoker South,5
http://statistics.gov.scot/id/statistical-geography/S02000078,Ythanside,5
http://statistics.gov.scot/id/statistical-geography/S02000075,Ythsie,10
http://statistics.gov.scot/id/statistical-geography/S02001624,Abbeyhill,5
http://statistics.gov.scot/id/statistical-geography/S02001325,Aberchirder and Whitehills,10
http://statistics.gov.scot/id/statistical-geography/S02001779,Aberdour and Auchtertool,15
http://statistics.gov.scot/id/statistical-geography/S02002227,Aberuthven and Almondbank,10
http://statistics.gov.scot/id/statistical-geography/S02001286,Aboyne and South Deeside,15
http://statistics.gov.scot/id/statistical-geography/S02002205,Abronhill North,0
http://statistics.gov.scot/id/statistical-geography/S02002204,Abronhill South,5
http://statistics.gov.scot/id/statistical-geography/S02002188,Airdrie North,15
http://statistics.gov.scot/id/statistical-geography/S02001928,Alexandra Parade,10
http://statistics.gov.scot/id/statistical-geography/S02002146,Allanton - Newmains Rural,5
http://statistics.gov.scot/id/statistical-geography/S02001403,Alloa North,5
http://statistics.gov.scot/id/statistical-geography/S02001402,Alloa South and East,35
http://statistics.gov.scot/id/statistical-geography/S02001404,Alloa West,5
http://statistics.gov.scot/id/statistical-geography/S02002335,Alloway and Doonfoot,10
http://statistics.gov.scot/id/statistical-geography/S02002020,Alness,10
http://statistics.gov.scot/id/statistical-geography/S02001500,Altonhill North and Onthank,5
http://statistics.gov.scot/id/statistical-geography/S02001501,"Altonhill South, Longpark and Hillhead",10
http://statistics.gov.scot/id/statistical-geography/S02001396,Alva,10
http://statistics.gov.scot/id/statistical-geography/S02002246,Alyth,10
http://statistics.gov.scot/id/statistical-geography/S02001935,Anderston,45
http://statistics.gov.scot/id/statistical-geography/S02001369,Angus Glens,15
http://statistics.gov.scot/id/statistical-geography/S02001442,Annan East,5
http://statistics.gov.scot/id/statistical-geography/S02001441,Annan West,20
http://statistics.gov.scot/id/statistical-geography/S02001439,Annandale East,5
http://statistics.gov.scot/id/statistical-geography/S02001440,Annandale West,10
http://statistics.gov.scot/id/statistical-geography/S02002349,"Annbank, Mossblown and Tarbolton - the Coalfields",5
http://statistics.gov.scot/id/statistical-geography/S02001970,Anniesland East,10
http://statistics.gov.scot/id/statistical-geography/S02001971,Anniesland West,5
http://statistics.gov.scot/id/statistical-geography/S02001832,Anstruther,20
http://statistics.gov.scot/id/statistical-geography/S02001354,Arbroath Cliffburn,5
http://statistics.gov.scot/id/statistical-geography/S02001353,Arbroath Harbour,40
http://statistics.gov.scot/id/statistical-geography/S02001352,Arbroath Keptie,10
http://statistics.gov.scot/id/statistical-geography/S02001351,Arbroath Kirkton,5
http://statistics.gov.scot/id/statistical-geography/S02001350,Arbroath Landward,10
http://statistics.gov.scot/id/statistical-geography/S02001355,Arbroath Warddykes,5
http://statistics.gov.scot/id/statistical-geography/S02001474,Ardler and St Marys,10
http://statistics.gov.scot/id/statistical-geography/S02002112,Ardrossan Central,15
http://statistics.gov.scot/id/statistical-geography/S02002114,Ardrossan North East,5
http://statistics.gov.scot/id/statistical-geography/S02002113,Ardrossan North West,5
http://statistics.gov.scot/id/statistical-geography/S02002500,Armadale,20
http://statistics.gov.scot/id/statistical-geography/S02002501,Armadale South,0
http://statistics.gov.scot/id/statistical-geography/S02002097,Arran,50
http://statistics.gov.scot/id/statistical-geography/S02001559,Arthurlie and Gateside,0
http://statistics.gov.scot/id/statistical-geography/S02002371,Ashgill and Netherburn,5
http://statistics.gov.scot/id/statistical-geography/S02001262,Ashgrove,5
http://statistics.gov.scot/id/statistical-geography/S02001560,Auchenback,0
http://statistics.gov.scot/id/statistical-geography/S02001521,Auchinairn,10
http://statistics.gov.scot/id/statistical-geography/S02001485,Auchinleck,10
http://statistics.gov.scot/id/statistical-geography/S02001332,Auchnagatt,0
http://statistics.gov.scot/id/statistical-geography/S02002223,Auchterarder,20
http://statistics.gov.scot/id/statistical-geography/S02001322,Auchterless and Monquhitter,0
http://statistics.gov.scot/id/statistical-geography/S02001824,Auchtermuchty and Gateside,5
http://statistics.gov.scot/id/statistical-geography/S02002340,"Ayr North Harbour, Wallacetown and Newton South",20
http://statistics.gov.scot/id/statistical-geography/S02002339,Ayr South Harbour and Town Centre,95
http://statistics.gov.scot/id/statistical-geography/S02001579,Baberton and Juniper Green,10
http://statistics.gov.scot/id/statistical-geography/S02001983,Badenoch and Strathspey Central,55
http://statistics.gov.scot/id/statistical-geography/S02001984,Badenoch and Strathspey North,35
http://statistics.gov.scot/id/statistical-geography/S02001982,Badenoch and Strathspey South,40
http://statistics.gov.scot/id/statistical-geography/S02001901,Baillieston East,25
http://statistics.gov.scot/id/statistical-geography/S02001900,Baillieston West,0
http://statistics.gov.scot/id/statistical-geography/S02001576,Balerno and Bonnington Village,5
http://statistics.gov.scot/id/statistical-geography/S02002437,Balfron and Drymen,20
http://statistics.gov.scot/id/statistical-geography/S02001470,Balgay,0
http://statistics.gov.scot/id/statistical-geography/S02001283,Balgownie and Donmouth East,10
http://statistics.gov.scot/id/statistical-geography/S02001282,Balgownie and Donmouth West,5
http://statistics.gov.scot/id/statistical-geography/S02001661,Balgreen and Roseburn,5
http://statistics.gov.scot/id/statistical-geography/S02001775,Ballingry,5
http://statistics.gov.scot/id/statistical-geography/S02002209,Balloch East,10
http://statistics.gov.scot/id/statistical-geography/S02002208,Balloch West,5
http://statistics.gov.scot/id/statistical-geography/S02002212,Balmalloch,5
http://statistics.gov.scot/id/statistical-geography/S02001312,Balmedie and Potterton,5
http://statistics.gov.scot/id/statistical-geography/S02001839,Balmullo and Gauldry,5
