Generated by http://statistics.gov.scot,2020-07-25T09:15:09+00:00
http://statistics.gov.scot/data/dwellings-type,Dwellings by Type
measure type,Ratio
Reference Period,2017
Measure (cell values): ,Ratio(Percent Of Dwellings)

,,http://statistics.gov.scot/def/concept/type-of-dwelling/detached,http://statistics.gov.scot/def/concept/type-of-dwelling/flats,http://statistics.gov.scot/def/concept/type-of-dwelling/semi-detached,http://statistics.gov.scot/def/concept/type-of-dwelling/terraced,http://statistics.gov.scot/def/concept/type-of-dwelling/unknown
http://statistics.gov.scot/id/statistical-geography/S01001854,S01001854,11.4,53.4,31.2,4,0
http://statistics.gov.scot/id/statistical-geography/S01001855,S01001855,52.8,23.4,13.1,10.7,0
http://statistics.gov.scot/id/statistical-geography/S01001856,S01001856,0.8,71.4,3.3,24.6,0
http://statistics.gov.scot/id/statistical-geography/S01001857,S01001857,13.5,21.4,30,35.2,0
http://statistics.gov.scot/id/statistical-geography/S01001858,S01001858,25.9,34.7,38.7,0.7,0
http://statistics.gov.scot/id/statistical-geography/S01001859,S01001859,0.5,16.2,39.2,44.2,0
http://statistics.gov.scot/id/statistical-geography/S01001860,S01001860,44.4,10.8,40.7,4,0
http://statistics.gov.scot/id/statistical-geography/S01001861,S01001861,0,79.6,7.5,13,0
http://statistics.gov.scot/id/statistical-geography/S01001862,S01001862,17.4,21.5,48.3,12.8,0
http://statistics.gov.scot/id/statistical-geography/S01001863,S01001863,14.3,4.6,63.6,17.5,0
http://statistics.gov.scot/id/statistical-geography/S01001864,S01001864,1.1,79.2,9.9,9.8,0
http://statistics.gov.scot/id/statistical-geography/S01001865,S01001865,0.6,87.5,1.5,10.4,0
http://statistics.gov.scot/id/statistical-geography/S01001866,S01001866,45.1,24.7,25.8,4.4,0
http://statistics.gov.scot/id/statistical-geography/S01001867,S01001867,5.8,10.9,60.9,22.4,0
http://statistics.gov.scot/id/statistical-geography/S01001868,S01001868,42.4,23.7,24.3,9.6,0
http://statistics.gov.scot/id/statistical-geography/S01001869,S01001869,9.5,35.6,27.9,26.9,0
http://statistics.gov.scot/id/statistical-geography/S01001870,S01001870,11.3,46,21.8,20.9,0
http://statistics.gov.scot/id/statistical-geography/S01001871,S01001871,5.3,74,1.2,19.6,0
http://statistics.gov.scot/id/statistical-geography/S01001872,S01001872,10.2,23.8,16.7,49.3,0
http://statistics.gov.scot/id/statistical-geography/S01001873,S01001873,22.9,11.4,58.6,7.1,0
http://statistics.gov.scot/id/statistical-geography/S01001874,S01001874,0,93.1,0,6.9,0
http://statistics.gov.scot/id/statistical-geography/S01001875,S01001875,77.8,1.7,20.5,0,0
http://statistics.gov.scot/id/statistical-geography/S01001876,S01001876,2.2,48.6,5.8,43.5,0
http://statistics.gov.scot/id/statistical-geography/S01001877,S01001877,1.2,54.7,2.4,41.8,0
http://statistics.gov.scot/id/statistical-geography/S01001878,S01001878,52.4,21.1,10.9,15.6,0
http://statistics.gov.scot/id/statistical-geography/S01001879,S01001879,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001880,S01001880,0.2,94.3,1.5,4,0
http://statistics.gov.scot/id/statistical-geography/S01001881,S01001881,68.9,13,18,0,0
http://statistics.gov.scot/id/statistical-geography/S01001882,S01001882,8.6,9.7,34.5,47.2,0
http://statistics.gov.scot/id/statistical-geography/S01001883,S01001883,30,44.6,3.9,21.5,0
http://statistics.gov.scot/id/statistical-geography/S01001884,S01001884,0.2,55.4,3.6,40.8,0
http://statistics.gov.scot/id/statistical-geography/S01001885,S01001885,70.4,4.3,22.3,3,0
http://statistics.gov.scot/id/statistical-geography/S01001886,S01001886,0.8,83.2,2.5,13.4,0
http://statistics.gov.scot/id/statistical-geography/S01001887,S01001887,22.4,11,32.4,34.2,0
http://statistics.gov.scot/id/statistical-geography/S01001888,S01001888,67.7,14.8,16.7,0.8,0
http://statistics.gov.scot/id/statistical-geography/S01001889,S01001889,18.7,28.7,9,43.7,0
http://statistics.gov.scot/id/statistical-geography/S01001890,S01001890,1.2,60.5,13.6,24.8,0
http://statistics.gov.scot/id/statistical-geography/S01001891,S01001891,0.3,59.3,5.4,35,0
http://statistics.gov.scot/id/statistical-geography/S01001892,S01001892,0.2,99.8,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001893,S01001893,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001894,S01001894,0,88.1,0.5,11.3,0
http://statistics.gov.scot/id/statistical-geography/S01001895,S01001895,1.7,60.8,4.5,32.9,0
http://statistics.gov.scot/id/statistical-geography/S01001896,S01001896,8.6,43.3,1.8,46.3,0
http://statistics.gov.scot/id/statistical-geography/S01001897,S01001897,0.2,89.6,0.4,9.8,0
http://statistics.gov.scot/id/statistical-geography/S01001898,S01001898,0,96.7,2,1.3,0
http://statistics.gov.scot/id/statistical-geography/S01001899,S01001899,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001900,S01001900,10.8,45.9,33.9,9.4,0
http://statistics.gov.scot/id/statistical-geography/S01001901,S01001901,19,50.4,4.6,26.1,0
http://statistics.gov.scot/id/statistical-geography/S01001902,S01001902,8.8,61.6,9,20.7,0
http://statistics.gov.scot/id/statistical-geography/S01001903,S01001903,0,49.6,12.8,37.6,0
http://statistics.gov.scot/id/statistical-geography/S01001904,S01001904,2.4,75.9,1.8,19.9,0
http://statistics.gov.scot/id/statistical-geography/S01001905,S01001905,1.3,55.3,3.9,39.6,0
http://statistics.gov.scot/id/statistical-geography/S01001906,S01001906,8.9,48.8,8.4,33.7,0.1
http://statistics.gov.scot/id/statistical-geography/S01001907,S01001907,1,32.9,19.1,46.9,0
http://statistics.gov.scot/id/statistical-geography/S01001908,S01001908,49,33.4,10.8,6.8,0
http://statistics.gov.scot/id/statistical-geography/S01001909,S01001909,0,92.9,3.8,3.3,0
http://statistics.gov.scot/id/statistical-geography/S01001910,S01001910,0.3,96.6,0.3,2.8,0
http://statistics.gov.scot/id/statistical-geography/S01001911,S01001911,1.6,49,17.2,32.1,0
http://statistics.gov.scot/id/statistical-geography/S01001912,S01001912,0,95.9,0,4.1,0
http://statistics.gov.scot/id/statistical-geography/S01001913,S01001913,0.5,39.1,32.5,28,0
http://statistics.gov.scot/id/statistical-geography/S01001914,S01001914,12.2,29.4,42.4,16.1,0
http://statistics.gov.scot/id/statistical-geography/S01001915,S01001915,41.4,21.4,18.5,18.7,0
http://statistics.gov.scot/id/statistical-geography/S01001916,S01001916,0.8,93.1,2.1,4,0
http://statistics.gov.scot/id/statistical-geography/S01001917,S01001917,6.2,48.2,28,17.5,0
http://statistics.gov.scot/id/statistical-geography/S01001918,S01001918,0,99.4,0.3,0.3,0
http://statistics.gov.scot/id/statistical-geography/S01001919,S01001919,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001920,S01001920,2.4,46.4,15,36.2,0
http://statistics.gov.scot/id/statistical-geography/S01001921,S01001921,2.8,48.8,9.8,38.7,0
http://statistics.gov.scot/id/statistical-geography/S01001922,S01001922,37.7,15.6,43.9,2.8,0
http://statistics.gov.scot/id/statistical-geography/S01001923,S01001923,8.4,34.9,21.8,34.9,0
http://statistics.gov.scot/id/statistical-geography/S01001924,S01001924,5.9,66,9.1,19,0
http://statistics.gov.scot/id/statistical-geography/S01001925,S01001925,5.6,42.7,29.1,22.6,0
http://statistics.gov.scot/id/statistical-geography/S01001926,S01001926,0,82.9,4.3,12.8,0
http://statistics.gov.scot/id/statistical-geography/S01001927,S01001927,15.7,65.2,8.8,10.2,0
http://statistics.gov.scot/id/statistical-geography/S01001928,S01001928,0.9,94.4,0.6,4.1,0
http://statistics.gov.scot/id/statistical-geography/S01001929,S01001929,2.8,69.5,8.8,18.8,0
http://statistics.gov.scot/id/statistical-geography/S01001930,S01001930,0.6,91.8,1.9,5.8,0
http://statistics.gov.scot/id/statistical-geography/S01001931,S01001931,4.2,62.7,11,22.2,0
http://statistics.gov.scot/id/statistical-geography/S01001932,S01001932,4,20.2,23.7,51.9,0.3
http://statistics.gov.scot/id/statistical-geography/S01001933,S01001933,14.9,40.9,13.6,30.5,0
http://statistics.gov.scot/id/statistical-geography/S01001934,S01001934,1.4,91.4,0.8,6.5,0
http://statistics.gov.scot/id/statistical-geography/S01001935,S01001935,1.4,74.2,9.9,14.4,0
http://statistics.gov.scot/id/statistical-geography/S01001936,S01001936,1.4,77.4,8.7,12.5,0
http://statistics.gov.scot/id/statistical-geography/S01001937,S01001937,2.8,62.8,11.1,23.3,0
http://statistics.gov.scot/id/statistical-geography/S01001938,S01001938,8.1,87.3,2.8,1.8,0
http://statistics.gov.scot/id/statistical-geography/S01001939,S01001939,2.7,94.9,1.4,1,0
http://statistics.gov.scot/id/statistical-geography/S01001940,S01001940,2.1,59.9,17.5,20.5,0
http://statistics.gov.scot/id/statistical-geography/S01001941,S01001941,4.5,68.6,19.5,7.2,0.2
http://statistics.gov.scot/id/statistical-geography/S01001942,S01001942,0,96.6,0.3,3.1,0
http://statistics.gov.scot/id/statistical-geography/S01001943,S01001943,4.9,61.3,23.6,10.2,0
http://statistics.gov.scot/id/statistical-geography/S01001944,S01001944,14.9,68.9,4.6,11.6,0
http://statistics.gov.scot/id/statistical-geography/S01001945,S01001945,5.2,83.3,6.1,5.5,0
http://statistics.gov.scot/id/statistical-geography/S01001946,S01001946,0.6,88.9,6.5,4,0
http://statistics.gov.scot/id/statistical-geography/S01001947,S01001947,11.7,74.9,4.8,8.4,0.2
http://statistics.gov.scot/id/statistical-geography/S01001948,S01001948,0.4,62.7,14.2,22.7,0
http://statistics.gov.scot/id/statistical-geography/S01001949,S01001949,0,59.6,23.8,16.7,0
http://statistics.gov.scot/id/statistical-geography/S01001950,S01001950,0,96.2,0.5,3.3,0
http://statistics.gov.scot/id/statistical-geography/S01001951,S01001951,1.4,71.3,19,8.4,0
http://statistics.gov.scot/id/statistical-geography/S01001952,S01001952,1.4,73.9,9.6,15.1,0
http://statistics.gov.scot/id/statistical-geography/S01001953,S01001953,7.4,82.2,5.6,4.8,0
http://statistics.gov.scot/id/statistical-geography/S01001954,S01001954,12.9,64.8,22.3,0,0
http://statistics.gov.scot/id/statistical-geography/S01001955,S01001955,0.5,86,8.5,5,0
http://statistics.gov.scot/id/statistical-geography/S01001956,S01001956,0,15.5,34.7,49.8,0
http://statistics.gov.scot/id/statistical-geography/S01001957,S01001957,0.4,69.7,0.7,29.2,0
http://statistics.gov.scot/id/statistical-geography/S01001958,S01001958,1.3,90.2,0.4,8.1,0
http://statistics.gov.scot/id/statistical-geography/S01001959,S01001959,34,6.6,11.3,48.1,0
http://statistics.gov.scot/id/statistical-geography/S01001960,S01001960,5.9,63.7,18.9,11.5,0
http://statistics.gov.scot/id/statistical-geography/S01001961,S01001961,2.4,90.7,1.9,5,0
http://statistics.gov.scot/id/statistical-geography/S01001962,S01001962,5.1,38.3,19.5,37.1,0
http://statistics.gov.scot/id/statistical-geography/S01001963,S01001963,0.2,98.1,0,1.7,0
http://statistics.gov.scot/id/statistical-geography/S01001964,S01001964,0.8,55.2,2.7,41.3,0
http://statistics.gov.scot/id/statistical-geography/S01001965,S01001965,0.2,99.8,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001966,S01001966,0.6,77.6,0.7,16.1,4.9
http://statistics.gov.scot/id/statistical-geography/S01001967,S01001967,0,96.4,0,3.6,0
http://statistics.gov.scot/id/statistical-geography/S01001968,S01001968,3,87.9,4,5.1,0
http://statistics.gov.scot/id/statistical-geography/S01001969,S01001969,6,74.5,6.9,12.6,0
http://statistics.gov.scot/id/statistical-geography/S01001970,S01001970,19,52.2,21.4,7.5,0
http://statistics.gov.scot/id/statistical-geography/S01001971,S01001971,0.9,80.8,8.3,10,0
http://statistics.gov.scot/id/statistical-geography/S01001972,S01001972,0,94.6,0,5.4,0
http://statistics.gov.scot/id/statistical-geography/S01001973,S01001973,3.5,57.4,7.9,31.2,0
http://statistics.gov.scot/id/statistical-geography/S01001974,S01001974,4.2,87.5,3.4,4.8,0
http://statistics.gov.scot/id/statistical-geography/S01001975,S01001975,14.3,78.7,5.6,1.4,0
http://statistics.gov.scot/id/statistical-geography/S01001976,S01001976,3.3,91.1,1.2,4.1,0.3
http://statistics.gov.scot/id/statistical-geography/S01001977,S01001977,0.7,98.7,0.4,0.2,0
http://statistics.gov.scot/id/statistical-geography/S01001978,S01001978,0.9,55.7,13,30.4,0
http://statistics.gov.scot/id/statistical-geography/S01001979,S01001979,10,80.3,4.2,5.6,0
http://statistics.gov.scot/id/statistical-geography/S01001980,S01001980,0,96,0,4,0
http://statistics.gov.scot/id/statistical-geography/S01001981,S01001981,2.2,86.5,3.6,7.7,0
http://statistics.gov.scot/id/statistical-geography/S01001982,S01001982,0,77.9,0,22.1,0
http://statistics.gov.scot/id/statistical-geography/S01001983,S01001983,4.5,89.3,4.2,2.1,0
http://statistics.gov.scot/id/statistical-geography/S01001984,S01001984,0,98,0,2,0
http://statistics.gov.scot/id/statistical-geography/S01001985,S01001985,2,89.6,4.9,3.5,0
http://statistics.gov.scot/id/statistical-geography/S01001986,S01001986,0,97.4,0,2.6,0
http://statistics.gov.scot/id/statistical-geography/S01001987,S01001987,0,99.3,0,0.7,0
http://statistics.gov.scot/id/statistical-geography/S01001988,S01001988,7.5,85.3,3.9,3.3,0
http://statistics.gov.scot/id/statistical-geography/S01001989,S01001989,46.1,14.8,19.1,20.1,0
http://statistics.gov.scot/id/statistical-geography/S01001990,S01001990,2.1,94.7,0.8,2.1,0.3
http://statistics.gov.scot/id/statistical-geography/S01001991,S01001991,0,99.7,0.3,0,0
http://statistics.gov.scot/id/statistical-geography/S01001992,S01001992,7.8,59.7,20.3,10.7,1.5
http://statistics.gov.scot/id/statistical-geography/S01001993,S01001993,10.5,81.8,7.7,0,0
http://statistics.gov.scot/id/statistical-geography/S01001994,S01001994,0.6,93.3,1,5.1,0
http://statistics.gov.scot/id/statistical-geography/S01001995,S01001995,0.6,48.2,0,51.2,0
http://statistics.gov.scot/id/statistical-geography/S01001996,S01001996,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001997,S01001997,0.2,92.5,4.3,3.1,0
http://statistics.gov.scot/id/statistical-geography/S01001998,S01001998,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001999,S01001999,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002000,S01002000,11.6,35.4,29.6,23.4,0
http://statistics.gov.scot/id/statistical-geography/S01002001,S01002001,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002002,S01002002,0,99.6,0.4,0,0
http://statistics.gov.scot/id/statistical-geography/S01002003,S01002003,30.1,19,24.5,26.4,0
http://statistics.gov.scot/id/statistical-geography/S01002004,S01002004,0.4,89.5,0.8,9.3,0
http://statistics.gov.scot/id/statistical-geography/S01002005,S01002005,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002006,S01002006,20,9.8,24.5,45.6,0
http://statistics.gov.scot/id/statistical-geography/S01002007,S01002007,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002008,S01002008,4.7,87,4.2,4.2,0
http://statistics.gov.scot/id/statistical-geography/S01002009,S01002009,2.6,85.8,7.2,4.4,0
http://statistics.gov.scot/id/statistical-geography/S01002010,S01002010,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002011,S01002011,19,19.4,35.4,26.2,0
http://statistics.gov.scot/id/statistical-geography/S01002012,S01002012,0,98.1,0,1.9,0
http://statistics.gov.scot/id/statistical-geography/S01002013,S01002013,4.8,78.6,12.9,3.8,0
http://statistics.gov.scot/id/statistical-geography/S01002014,S01002014,1.2,92,1.5,5.4,0
http://statistics.gov.scot/id/statistical-geography/S01002015,S01002015,0.3,0.8,98.9,0,0
http://statistics.gov.scot/id/statistical-geography/S01002016,S01002016,0,94.1,0.6,5.4,0
http://statistics.gov.scot/id/statistical-geography/S01002017,S01002017,1.3,39.6,0.2,58.9,0
http://statistics.gov.scot/id/statistical-geography/S01002018,S01002018,0,0,96.5,3.5,0
http://statistics.gov.scot/id/statistical-geography/S01002019,S01002019,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002020,S01002020,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002021,S01002021,0,86.9,1.8,11.3,0
http://statistics.gov.scot/id/statistical-geography/S01002022,S01002022,30.3,6.1,20.8,42.6,0.2
http://statistics.gov.scot/id/statistical-geography/S01002023,S01002023,0.3,96.1,1.1,2.5,0
http://statistics.gov.scot/id/statistical-geography/S01002024,S01002024,0,84.2,2.7,13.1,0
http://statistics.gov.scot/id/statistical-geography/S01002025,S01002025,0,99.8,0,0.2,0
http://statistics.gov.scot/id/statistical-geography/S01002026,S01002026,9.6,19.4,33.6,37.3,0
http://statistics.gov.scot/id/statistical-geography/S01002027,S01002027,0,98.7,0,1.3,0
http://statistics.gov.scot/id/statistical-geography/S01002028,S01002028,2.1,86,3.4,8.1,0.5
http://statistics.gov.scot/id/statistical-geography/S01002029,S01002029,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002030,S01002030,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002031,S01002031,0.1,99.3,0.6,0,0
http://statistics.gov.scot/id/statistical-geography/S01002032,S01002032,0.7,96.3,0.5,2.2,0.2
http://statistics.gov.scot/id/statistical-geography/S01002033,S01002033,0.4,98,0.2,1.4,0
http://statistics.gov.scot/id/statistical-geography/S01002034,S01002034,0,98.7,0,1.3,0
http://statistics.gov.scot/id/statistical-geography/S01002035,S01002035,22,56.9,6.1,15,0
http://statistics.gov.scot/id/statistical-geography/S01002036,S01002036,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002037,S01002037,0.6,96.2,1.3,1.9,0
http://statistics.gov.scot/id/statistical-geography/S01002038,S01002038,0,96.8,0.4,2.8,0
http://statistics.gov.scot/id/statistical-geography/S01002039,S01002039,33,41.7,9.4,15.9,0
http://statistics.gov.scot/id/statistical-geography/S01002040,S01002040,0.3,99.7,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002041,S01002041,1.1,91.6,1.5,5.7,0
http://statistics.gov.scot/id/statistical-geography/S01002042,S01002042,11.3,60.6,9.4,18.7,0
http://statistics.gov.scot/id/statistical-geography/S01002043,S01002043,0.8,79.3,13.1,6.8,0
http://statistics.gov.scot/id/statistical-geography/S01002044,S01002044,0,90.5,0,9.5,0
http://statistics.gov.scot/id/statistical-geography/S01002045,S01002045,10.3,49.3,7.7,32.7,0
http://statistics.gov.scot/id/statistical-geography/S01002046,S01002046,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002047,S01002047,0.6,90.4,0.3,8.8,0
http://statistics.gov.scot/id/statistical-geography/S01002048,S01002048,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002049,S01002049,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002050,S01002050,69,8.5,22.4,0,0
http://statistics.gov.scot/id/statistical-geography/S01002051,S01002051,2.3,37.9,5.1,54.7,0
http://statistics.gov.scot/id/statistical-geography/S01002052,S01002052,0,99.1,0,0.9,0
http://statistics.gov.scot/id/statistical-geography/S01002053,S01002053,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002054,S01002054,0,97.7,0,2.3,0
http://statistics.gov.scot/id/statistical-geography/S01002055,S01002055,30.7,24.3,17.9,26.8,0.2
http://statistics.gov.scot/id/statistical-geography/S01002056,S01002056,14.8,67,7.9,10.3,0
http://statistics.gov.scot/id/statistical-geography/S01002057,S01002057,8.9,47.4,21,22.3,0.4
http://statistics.gov.scot/id/statistical-geography/S01002058,S01002058,0,99.6,0,0.4,0
http://statistics.gov.scot/id/statistical-geography/S01002059,S01002059,0.2,98.4,0,1.3,0
http://statistics.gov.scot/id/statistical-geography/S01002060,S01002060,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01002061,S01002061,0,98.8,0,1.2,0
http://statistics.gov.scot/id/statistical-geography/S01002062,S01002062,8.3,72,16.9,2.9,0
